"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","103","testCRUDJson","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","testCRUDJson"
"","1","loginTest","All Test Suite","Wed Feb 18 15:20:37 UTC 2026","passed","Wed Feb 18 15:20:37 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","1","loginTest","All Test Suite","Wed Feb 18 15:20:37 UTC 2026","passed","Wed Feb 18 15:20:37 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","1","loginTest","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","8265","nonGUITest","All Test Suite","Wed Feb 18 15:33:03 UTC 2026","passed","Wed Feb 18 15:33:11 UTC 2026","auto01.uitests1.LoginTest1","Ui Data-Driven Test","auto01.uitests1.LoginTest1","nonGUITest"
"","13","loginTest","All Test Suite","Wed Feb 18 20:20:46 UTC 2026","passed","Wed Feb 18 20:20:46 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","1","testRegister","All Test Suite","Wed Feb 18 15:28:04 UTC 2026","passed","Wed Feb 18 15:28:04 UTC 2026","auto01.nonguitests.TestDataFaker","Non-GUI Data Tests","auto01.nonguitests.TestDataFaker","testRegister"
"","0","loginTest","All Test Suite","Wed Feb 18 15:28:03 UTC 2026","passed","Wed Feb 18 15:28:03 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","1","testRegister","All Test Suite","Wed Feb 18 15:32:54 UTC 2026","passed","Wed Feb 18 15:32:54 UTC 2026","auto01.nonguitests.TestDataFaker","Non-GUI Data Tests","auto01.nonguitests.TestDataFaker","testRegister"
"","4","loginTest","All Test Suite","Wed Feb 18 15:32:54 UTC 2026","passed","Wed Feb 18 15:32:54 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","4","loginTest","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","7979","nonGUITest","All Test Suite","Wed Feb 18 15:33:04 UTC 2026","passed","Wed Feb 18 15:33:11 UTC 2026","auto01.uitests2.LoginTest2","Non Lazy Page Initialization Tests","auto01.uitests2.LoginTest2","nonGUITest"
"","6548","EmployeePageTest","All Test Suite","Wed Feb 18 20:20:49 UTC 2026","passed","Wed Feb 18 20:20:56 UTC 2026","auto01.uitests2.LoginTest2","Non Lazy Page Initialization Tests","auto01.uitests2.LoginTest2","EmployeePageTest"
"","1","testMethod","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.TestDDT01","Non-GUI Data Tests","auto01.nonguitests.TestDDT01","testMethod"
"","1","loginTest","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","5","loginTest","All Test Suite","Wed Feb 18 15:20:37 UTC 2026","passed","Wed Feb 18 15:20:37 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","0","loginTest","All Test Suite","Wed Feb 18 15:32:54 UTC 2026","passed","Wed Feb 18 15:32:54 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","2","testRegister","All Test Suite","Wed Feb 18 15:32:54 UTC 2026","passed","Wed Feb 18 15:32:54 UTC 2026","auto01.nonguitests.TestDataFaker","Non-GUI Data Tests","auto01.nonguitests.TestDataFaker","testRegister"
"","1","testMethod","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.TestDDT01","Non-GUI Data Tests","auto01.nonguitests.TestDDT01","testMethod"
"","4","loginTest","All Test Suite","Wed Feb 18 15:28:03 UTC 2026","passed","Wed Feb 18 15:28:03 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","0","loginTest","All Test Suite","Wed Feb 18 15:20:37 UTC 2026","passed","Wed Feb 18 15:20:37 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","0","testRegister","All Test Suite","Wed Feb 18 15:20:37 UTC 2026","passed","Wed Feb 18 15:20:37 UTC 2026","auto01.nonguitests.TestDataFaker","Non-GUI Data Tests","auto01.nonguitests.TestDataFaker","testRegister"
"","0","loginTest","All Test Suite","Wed Feb 18 15:20:37 UTC 2026","passed","Wed Feb 18 15:20:37 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","1","loginTest","All Test Suite","Wed Feb 18 15:32:54 UTC 2026","passed","Wed Feb 18 15:32:54 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","1","loginTest","All Test Suite","Wed Feb 18 15:32:54 UTC 2026","passed","Wed Feb 18 15:32:54 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","5","testRegister","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.TestDataFaker","Non-GUI Data Tests","auto01.nonguitests.TestDataFaker","testRegister"
"","1","testMethod","Default Suite","Wed Feb 18 15:04:33 UTC 2026","broken","Wed Feb 18 15:04:33 UTC 2026","auto01.nonguitests.TestDDT01","PlayDiInjectv3","auto01.nonguitests.TestDDT01","testMethod"
"","1","loginTest","All Test Suite","Wed Feb 18 15:28:03 UTC 2026","passed","Wed Feb 18 15:28:03 UTC 2026","auto01.nonguitests.CRUDJsonTest","Non-GUI Data Tests","auto01.nonguitests.CRUDJsonTest","loginTest"
"","4301","loginSmokeTest","All Test Suite","Wed Feb 18 20:20:45 UTC 2026","passed","Wed Feb 18 20:20:49 UTC 2026","auto01.uitests2.LoginTest2","Non Lazy Page Initialization Tests","auto01.uitests2.LoginTest2","loginSmokeTest"
"","1","testMethod","All Test Suite","Wed Feb 18 20:20:47 UTC 2026","passed","Wed Feb 18 20:20:47 UTC 2026","auto01.nonguitests.TestDDT01","Non-GUI Data Tests","auto01.nonguitests.TestDDT01","testMethod"
